EAN_ID;Patrimonium Type;Patrimonium Functietype;Meetmethode;Richting
1600;;;Continu;Afname
792;;;Continu;Afname
1602;Gebouw;Ontmoetingscentrum;Continu;Afname
387;Gebouw;Sporthal;Continu;Afname
1604;;;Continu;Afname
794;Gebouw;Ontmoetingscentrum;Continu;Afname
1606;Gebouw;Sporthal;Continu;Afname
34;Gebouw;Cultureel centrum;Continu;Afname
796;;;Continu;Afname
1610;;;Continu;Afname
389;;;Continu;Afname
1612;;;Continu;Afname
1614;Gebouw;Ontmoetingscentrum;Continu;Afname
186;;;Continu;Afname
1616;Gebouw;Sporthal;Continu;Afname
800;;;Continu;Afname
1618;Gebouw;Sporthal;Continu;Afname
391;Gebouw;Sporthal;Continu;Afname
1620;Gebouw;Cultureel centrum;Continu;Afname
802;Gebouw;Administratief centrum;Continu;Afname
1622;Gebouw;School;Continu;Afname
85;Gebouw;Sporthal;Continu;Afname
1624;;;Continu;Afname
804;Gebouw;Sporthal;Continu;Afname
1626;Gebouw;Cultureel centrum;Continu;Afname
1628;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
806;;;Continu;Afname
1630;;;Continu;Afname
188;Gebouw;Sporthal;Continu;Afname
1632;;;Continu;Afname
1634;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
395;;;Continu;Afname
1636;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
810;Gebouw;Museum;Continu;Afname
1638;Gebouw;Bibliotheek;Continu;Afname
4;;;Continu;Afname
86;Gebouw;Sporthal;Continu;Afname
812;;;Continu;Afname
1642;Gebouw;Sporthal;Continu;Afname
397;Gebouw;Ontmoetingscentrum;Continu;Afname
1644;Gebouw;Sporthal;Continu;Afname
814;;;Continu;Afname
1646;Gebouw;School;Continu;Afname
190;;;Continu;Afname
1648;Gebouw;Administratief centrum;Continu;Afname
816;Gebouw;Museum;Continu;Afname
1650;Gebouw;Sporthal;Continu;Afname
399;Gebouw;School;Continu;Afname
1652;;;Continu;Afname
818;Gebouw;Sporthal;Continu;Afname
1654;Gebouw;Sportcomplex;Continu;Afname
87;Terrein;Looppiste;Continu;Afname
1656;Gebouw;Administratief centrum;Continu;Afname
820;Gebouw;Administratief centrum;Continu;Afname
1658;Gebouw;Sporthal;Continu;Afname
401;Gebouw;Administratief centrum;Continu;Afname
1660;Gebouw;Cultureel centrum;Continu;Afname
822;Gebouw;Sporthal;Continu;Afname
1662;Gebouw;Sporthal;Continu;Afname
1664;Gebouw;Cultureel centrum;Continu;Afname
1666;Gebouw;Sporthal;Continu;Afname
1668;Gebouw;Cultureel centrum;Continu;Afname
1670;;;Continu;Afname
36;Gebouw;Administratief centrum;Continu;Afname
1672;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
828;Gebouw;Bibliotheek;Continu;Afname
1674;Gebouw;Sporthal;Continu;Afname
405;Gebouw;Cultureel centrum;Continu;Afname
1676;;;Continu;Afname
830;Gebouw;School;Continu;Afname
1678;Gebouw;Ontmoetingscentrum;Continu;Afname
194;;;Continu;Afname
1680;Gebouw;Werkplaats;Continu;Afname
832;;;Continu;Afname
1682;Gebouw;Administratief centrum;Continu;Afname
407;Gebouw;Sporthal;Continu;Afname
1684;;;Continu;Afname
834;;;Continu;Afname
1686;;;Continu;Afname
89;;;Continu;Afname
1688;Gebouw;Cultureel centrum;Continu;Afname
836;Gebouw;Cultureel centrum;Continu;Afname
1690;;;Continu;Afname
409;Gebouw;Administratief centrum;Continu;Afname
1692;Gebouw;Andere gebouwen;Continu;Afname
1694;;;Continu;Afname
196;Gebouw;Sporthal;Continu;Afname
1696;Gebouw;Bibliotheek;Continu;Afname
840;Gebouw;School;Continu;Afname
1700;;;Continu;Afname
842;;;Continu;Afname
1702;Gebouw;Sportcomplex;Continu;Afname
11;;;Continu;Afname
1704;;;Continu;Afname
844;Gebouw;School;Continu;Afname
1706;Gebouw;School;Continu;Afname
1708;Gebouw;Administratief centrum;Continu;Afname
846;Gebouw;Sportcomplex;Continu;Afname
1710;Gebouw;Cultureel centrum;Continu;Afname
198;;;Continu;Afname
1712;Gebouw;Cultureel centrum;Continu;Afname
848;Gebouw;Administratief centrum;Continu;Afname
415;Gebouw;Andere gebouwen;Continu;Afname
1716;Gebouw;Ontmoetingscentrum;Continu;Afname
850;Gebouw;Sporthal;Continu;Afname
1718;Gebouw;Sporthal;Continu;Afname
1720;Gebouw;Zwembad;Continu;Afname
852;Gebouw;Sporthal;Continu;Afname
1722;;;Continu;Afname
417;Gebouw;Cultureel centrum;Continu;Afname
1724;Gebouw;Ontmoetingscentrum;Continu;Afname
854;Gebouw;Sporthal;Continu;Afname
200;;;Continu;Afname
1728;Gebouw;Sporthal;Continu;Afname
856;Gebouw;Sporthal;Continu;Afname
1730;Gebouw;Ontmoetingscentrum;Continu;Afname
419;Gebouw;Ontmoetingscentrum;Continu;Afname
1512;Gebouw;Sporthal;Continu;Afname
858;Gebouw;Andere gebouwen;Continu;Afname
747;;;Continu;Afname
38;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1257;Gebouw;Sporthal;Continu;Afname
860;Gebouw;Bibliotheek;Continu;Afname
619;;;Continu;Afname
421;Gebouw;Andere gebouwen;Continu;Afname
300;Gebouw;Sporthal;Continu;Afname
862;Gebouw;Administratief centrum;Continu;Afname
202;;;Continu;Afname
1734;Gebouw;Andere gebouwen;Continu;Afname
1735;Gebouw;Andere gebouwen;Continu;Afname
423;Gebouw;Ontmoetingscentrum;Continu;Afname
1576;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1127;;;Continu;Afname
93;;;Continu;Afname
868;Gebouw;Kinderdagverblijf/BKO/IBO;Continu;Afname
1623;Terrein;Park;Continu;Afname
425;Gebouw;Administratief centrum;Continu;Afname
939;Gebouw;School;Continu;Afname
428;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
204;Gebouw;Andere gebouwen;Continu;Afname
779;;;Continu;Afname
872;;;Continu;Afname
1337;;;Continu;Afname
427;Gebouw;Administratief centrum;Continu;Afname
1560;;;Continu;Afname
874;Gebouw;Zwembad;Continu;Afname
149;Gebouw;Administratief centrum;Continu;Afname
3;;;Continu;Afname
507;;;Continu;Afname
876;Gebouw;Cultureel centrum;Continu;Afname
587;;;Continu;Afname
429;Gebouw;Sporthal;Continu;Afname
635;Gebouw;Administratief centrum;Continu;Afname
878;;;Continu;Afname
1325;;;Continu;Afname
206;;;Continu;Afname
1345;;;Continu;Afname
880;Gebouw;Sporthal;Continu;Afname
1564;Gebouw;Administratief centrum;Continu;Afname
431;Gebouw;Lagere school;Continu;Afname
663;Gebouw;Ontmoetingscentrum;Continu;Afname
882;;;Continu;Afname
1329;Gebouw;Sporthal;Continu;Afname
95;;;Continu;Afname
811;;;Continu;Afname
884;;;Continu;Afname
1417;;;Continu;Afname
433;;;Continu;Afname
62;;;Continu;Afname
886;;;Continu;Afname
1562;;;Continu;Afname
208;;;Continu;Afname
1663;;;Continu;Afname
888;;;Continu;Afname
1305;;;Continu;Afname
435;;;Continu;Afname
1349;;;Continu;Afname
890;;;Continu;Afname
322;Openbare verlichting;Straatverlichting;Continu;Afname
40;Openbare verlichting;Straatverlichting;Continu;Afname
891;;;Continu;Afname
892;;;Continu;Afname
221;Openbare verlichting;Straatverlichting;Continu;Afname
437;;;Continu;Afname
1353;Andere;Kast;Continu;Afname
894;;;Continu;Afname
1449;Gebouw;Sporthal;Continu;Afname
210;;;Continu;Afname
332;;;Continu;Afname
896;Gebouw;Werkplaats;Continu;Afname
1048;;;Continu;Afname
439;Gebouw;Cultureel centrum;Continu;Afname
898;;;Continu;Afname
97;;;Continu;Afname
1361;;;Continu;Afname
823;;;Continu;Afname
441;;;Continu;Afname
374;Gebouw;Administratief centrum;Continu;Afname
902;;;Continu;Afname
212;Gebouw;Bibliotheek;Continu;Afname
859;Gebouw;Ontmoetingscentrum;Continu;Afname
904;;;Continu;Afname
179;Gebouw;Andere gebouwen;Continu;Afname
443;Gebouw;Cultureel centrum;Continu;Afname
1297;;;Continu;Afname
906;Gebouw;Andere gebouwen;Continu;Afname
1209;Gebouw;Andere gebouwen;Continu;Afname
13;Gebouw;Administratief centrum;Continu;Afname
424;Gebouw;Brandweerkazerne;Continu;Afname
555;Gebouw;Andere gebouwen;Continu;Afname
445;Gebouw;Sporthal;Continu;Afname
827;Gebouw;Sportcomplex;Continu;Afname
910;;;Continu;Afname
1571;;;Continu;Afname
214;;;Continu;Afname
1719;;;Continu;Afname
912;;;Continu;Afname
1289;;;Continu;Afname
447;Gebouw;Sporthal;Continu;Afname
523;;;Continu;Afname
914;;;Continu;Afname
412;Gebouw;Sportcomplex;Continu;Afname
99;Gebouw;Sportcomplex;Continu;Afname
946;Gebouw;Kinderdagverblijf/BKO/IBO;Continu;Afname
916;;;Continu;Afname
372;Gebouw;Administratief centrum;Continu;Afname
449;Gebouw;Ontmoetingscentrum;Continu;Afname
1357;;;Continu;Afname
918;;;Continu;Afname
1369;;;Continu;Afname
216;;;Continu;Afname
1217;;;Continu;Afname
920;;;Continu;Afname
308;;;Continu;Afname
451;;;Continu;Afname
1355;;;Continu;Afname
922;;;Continu;Afname
1352;;;Continu;Afname
42;;;Continu;Afname
924;;;Continu;Afname
1095;Gebouw;Werkplaats;Continu;Afname
453;;;Continu;Afname
926;;;Continu;Afname
1433;;;Continu;Afname
218;;;Continu;Afname
420;;;Continu;Afname
928;;;Continu;Afname
1036;;;Continu;Afname
455;;;Continu;Afname
197;;;Continu;Afname
930;;;Continu;Afname
707;Gebouw;Andere gebouwen;Continu;Afname
101;;;Continu;Afname
1377;Gebouw;Administratief centrum;Continu;Afname
932;;;Continu;Afname
457;;;Continu;Afname
1347;Gebouw;Andere gebouwen;Continu;Afname
934;Gebouw;School;Continu;Afname
203;;;Continu;Afname
220;Gebouw;Ontmoetingscentrum;Continu;Afname
962;Gebouw;Cultureel centrum;Continu;Afname
936;Gebouw;Cultureel centrum;Continu;Afname
468;;;Continu;Afname
459;Gebouw;Sporthal;Continu;Afname
679;Gebouw;Bibliotheek;Continu;Afname
938;Gebouw;Administratief centrum;Continu;Afname
1457;Gebouw;Cultureel centrum;Continu;Afname
1;Gebouw;Sporthal;Continu;Afname
460;Gebouw;Sporthal;Continu;Afname
1365;;;Continu;Afname
941;Gebouw;Ontmoetingscentrum;Continu;Afname
1175;;;Continu;Afname
1241;;;Continu;Afname
943;Gebouw;Cultureel centrum;Continu;Afname
463;Gebouw;Zwembad;Continu;Afname
539;Gebouw;Zwembad;Continu;Afname
945;Gebouw;Andere gebouwen;Continu;Afname
103;Gebouw;Andere gebouwen;Continu;Afname
531;Gebouw;Andere gebouwen;Continu;Afname
947;Gebouw;Sporthal;Continu;Afname
1285;;;Continu;Afname
949;Gebouw;Sporthal;Continu;Afname
691;;;Continu;Afname
224;Gebouw;Ontmoetingscentrum;Continu;Afname
678;Gebouw;Andere gebouwen;Continu;Afname
951;;;Continu;Afname
669;Gebouw;Cultureel centrum;Continu;Afname
467;Gebouw;Cultureel centrum;Continu;Afname
627;Gebouw;Administratief centrum;Continu;Afname
953;Gebouw;Administratief centrum;Continu;Afname
268;Gebouw;Andere gebouwen;Continu;Afname
44;Gebouw;Sporthal;Continu;Afname
1200;Gebouw;Stadion;Continu;Afname
955;Gebouw;Brandweerkazerne;Continu;Afname
643;Gebouw;Administratief centrum;Continu;Afname
469;Gebouw;Administratief centrum;Continu;Afname
803;;;Continu;Afname
957;Gebouw;Cultureel centrum;Continu;Afname
70;Gebouw;Andere gebouwen;Continu;Afname
226;;;Continu;Afname
1317;Gebouw;Cultureel centrum;Continu;Afname
959;Gebouw;Cultureel centrum;Continu;Afname
205;;;Continu;Afname
471;Gebouw;Administratief centrum;Continu;Afname
229;Gebouw;Andere gebouwen;Continu;Afname
961;;;Continu;Afname
1655;Gebouw;Lagere school;Continu;Afname
288;Gebouw;Administratief centrum;Continu;Afname
963;Gebouw;Sportcomplex;Continu;Afname
1364;;;Continu;Afname
473;Gebouw;Werkplaats;Continu;Afname
965;Gebouw;Administratief centrum;Continu;Afname
241;;;Continu;Afname
